UID,ApplicationDate,Amount,Term,EmploymentType,LoanPurpose,Success,ALL_AgeOfOldestAccount,ALL_AgeOfYoungestAccount,ALL_Count,ALL_CountActive,ALL_CountClosedLast12Months,ALL_CountDefaultAccounts,ALL_CountOpenedLast12Months,ALL_CountSettled,ALL_MeanAccountAge,ALL_SumCurrentOutstandingBal,ALL_SumCurrentOutstandingBalExcMtg,ALL_TimeSinceMostRecentDefault,ALL_WorstPaymentStatusActiveAccounts
7504874,06/10/2020,1000,24,Employed - full time,Subsistence,0,147,2,20,9,5,7,1,11,51.35,4471,4471,-1,7
7506060,06/10/2020,7500,60,Employed - full time,Car finance bill,0,172,9,41,12,3,7,1,29,51.83,9963,9963,-1,7
7506787,06/10/2020,15000,60,Employed - full time,Home,0,203,4,13,7,2,0,2,6,69.69,79241,0,-1,0
7507121,06/10/2020,10000,48,Employed - full time,car,0,-1,-1,0,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1
7507839,06/10/2020,8000,36,Employed - full time,To get set up for a new house,0,223,7,26,13,1,0,2,13,84.62,192995,27098,-1,0
7510097,06/10/2020,8000,36,Employed - full time,Children,0,143,1,11,7,1,0,2,4,48.27,124341,13555,-1,0
7510325,06/10/2020,2500,48,Employed - full time,Home improvements,0,106,4,23,15,1,10,4,8,52.91,4890,4890,-1,7
7511053,06/10/2020,12000,60,Employed - full time,Vehicle,0,120,8,21,11,2,7,2,10,32.9,2829,2829,-1,7
7514155,06/10/2020,4000,24,Employed - full time,Baby on the way,0,134,23,9,6,1,3,0,3,60.33,4207,4207,-1,7
7516669,06/10/2020,5000,24,Employed - full time,debt consolidation,0,195,20,9,7,0,0,0,2,111.56,32999,32999,-1,0
7517443,06/10/2020,10000,36,Employed - full time,Medical,0,122,12,10,6,1,0,0,4,51.1,15305,15305,-1,0
7517866,06/10/2020,5000,48,Employed - full time,Furniture,0,110,9,3,3,0,0,1,0,46.33,8430,8430,-1,0
7518660,06/10/2020,5000,36,Employed - full time,Masters degree,1,282,12,11,4,1,0,0,7,87.91,6637,6637,-1,0
7519422,06/10/2020,6000,24,Employed - full time,Home improvement,0,182,0,18,15,0,3,4,3,49.83,9689,9689,-1,7
7520432,06/10/2020,15000,60,Employed - full time,Vet bill,0,202,6,16,11,1,0,1,5,85.25,24842,24842,-1,1
7520611,06/10/2020,20000,60,Employed - full time,Home Improvements,0,97,3,17,8,2,0,4,9,35.82,11005,11005,-1,0
7522360,06/10/2020,20000,48,Employed - full time,Car,0,141,1,9,5,1,0,1,4,44.78,13585,13585,-1,0
7522576,06/10/2020,4500,60,Employed - part time,home,1,186,2,17,10,3,1,1,7,97.82,4519,4519,-1,7
7523608,06/10/2020,15000,54,Employed - full time,Consolidation,0,151,15,38,15,2,0,0,23,59.71,28980,28980,-1,0
7523710,06/10/2020,1000,12,Employed - full time,other,0,136,2,31,13,7,2,7,18,27.68,4452,4452,-1,0
7523817,06/10/2020,10000,60,Employed - full time,Consolidation,0,129,3,18,11,3,0,3,7,60.33,95935,25665,-1,0
7524472,06/10/2020,15000,48,Employed - full time,Consolidation.,1,232,21,14,11,1,0,0,3,118.07,19277,19277,-1,0
7526594,07/10/2020,2500,24,Employed - full time,Trip,0,31,7,7,4,3,0,3,3,16.14,5907,5907,-1,0
7527521,07/10/2020,4000,48,Employed - full time,roughcasting,0,154,9,16,9,2,0,1,7,46.38,24130,24130,-1,0
7527976,07/10/2020,4000,48,Employed - part time,Bike,0,87,10,6,5,0,1,1,1,40.83,916,916,-1,7
7528849,07/10/2020,4000,48,Employed - full time,debts and car,0,274,3,30,13,2,0,3,17,75.43,111673,22344,-1,0
7530129,07/10/2020,4000,48,Employed - full time,Work related,0,137,4,24,8,3,0,4,16,40.17,196331,25297,-1,0
7530156,07/10/2020,4000,48,Employed - part time,Unexpected payment,0,161,14,21,16,1,0,0,5,63.48,89596,22389,-1,0
7531506,07/10/2020,4000,48,Employed - full time,medical,1,209,9,17,14,0,1,1,3,70.65,7212,7212,-1,7
7531926,07/10/2020,2500,60,Employed - full time,Reducing Interest on higher APR loan,0,209,3,39,18,8,2,16,21,35.31,256703,40154,-1,0
7535021,07/10/2020,3000,36,Employed - full time,Home improvement,0,213,1,18,13,1,0,4,5,70.78,125025,16182,-1,1
7536194,07/10/2020,15000,60,Self employed,home improvements,0,204,1,20,14,0,3,1,6,84.6,138350,500,-1,7
7538344,07/10/2020,4000,24,Employed - full time,Car,0,144,0,29,15,4,0,7,14,44.62,273060,41849,-1,0
7538582,07/10/2020,2000,12,Employed - full time,House hold items,0,75,6,7,7,0,0,1,0,31.57,31870,31870,-1,0
7538859,07/10/2020,10000,60,Employed - full time,Consolidate other debts,0,103,9,17,8,2,0,1,9,36.24,12709,12709,-1,0
7538954,07/10/2020,8000,18,Employed - full time,Holiday debt consildation,1,102,11,11,4,0,1,1,7,52.45,1406,1406,-1,7
7539197,07/10/2020,15000,60,Employed - full time,Medical problems,0,88,7,35,10,4,0,3,25,34.97,11694,11694,-1,2
7540054,07/10/2020,2000,18,Employed - full time,Consolidation,0,208,2,71,12,12,1,11,59,38.18,4685,4685,-1,7
7540697,07/10/2020,6500,48,Employed - full time,Car,0,74,10,17,13,0,10,1,4,45.0,7657,7657,-1,7
7543056,07/10/2020,3000,36,Employed - full time,Furniture,0,131,1,5,4,0,1,2,1,59.0,1004,1004,-1,0
7545515,07/10/2020,2000,30,Employed - part time,Car,0,21,2,11,9,0,0,3,2,13.91,538,538,-1,0
7546132,07/10/2020,1000,24,Employed - part time,Emergency expenses,0,116,5,16,8,4,3,7,8,26.94,1359,1359,-1,7
7546732,07/10/2020,5000,60,Employed - full time,CAR,0,90,16,2,2,0,0,0,0,53.0,1399,1399,-1,0
7548558,07/10/2020,16000,60,Employed - full time,consolidation,0,412,7,22,11,2,0,2,11,113.14,137081,23496,-1,0
7549246,07/10/2020,4000,30,Employed - full time,pay off credit card,1,78,11,12,11,0,0,1,1,32.67,11387,11387,-1,0
7551715,07/10/2020,13500,48,Employed - full time,Car,0,37,4,5,3,0,0,2,2,19.8,0,0,-1,0
7551764,07/10/2020,6500,48,Employed - full time,Car loan,0,-1,-1,0,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1
7553242,07/10/2020,5000,18,Employed - full time,Reper house,0,68,21,7,4,1,1,0,3,42.43,863,863,-1,7
7553701,07/10/2020,3000,36,Employed - full time,Car,0,85,10,5,4,0,1,1,1,39.8,555,555,-1,7
7557281,08/10/2020,10000,36,Self employed,new bedroom,1,142,8,8,7,0,0,1,1,80.62,12530,12530,-1,0
7557590,08/10/2020,4000,48,Employed - full time,Short term cash,0,238,21,8,6,0,0,0,2,110.75,225575,6075,-1,0
7560701,08/10/2020,4000,48,Employed - full time,Driving,0,180,52,15,6,1,1,0,9,91.73,464,464,-1,7
7560748,08/10/2020,4000,48,Employed - part time,Jet ski,0,360,9,18,10,1,0,1,8,85.78,18369,18369,-1,0
7561336,08/10/2020,4000,48,Employed - full time,Other,0,155,1,11,6,2,0,3,5,66.0,19420,19420,-1,0
7561544,08/10/2020,4000,48,Employed - full time,Equipment for work,0,189,2,27,10,6,0,6,17,50.26,171632,58096,-1,0
7564023,08/10/2020,10000,36,Employed - full time,Home improvement,0,78,23,5,5,0,0,0,0,45.2,1699,1699,-1,0
7564517,08/10/2020,15000,60,Employed - full time,House rent,0,216,7,15,9,0,0,1,6,79.27,144505,577,-1,0
7565075,08/10/2020,2000,48,Employed - part time,Home Improvments and Debt Consolidaton,0,251,14,12,7,0,0,0,5,106.33,10298,10298,-1,0
7566363,08/10/2020,14000,60,Employed - full time,Car,0,231,1,18,13,2,0,4,5,70.33,375809,2284,-1,0
7567127,08/10/2020,4500,36,Employed - full time,VETS BILL,0,19,6,11,11,0,0,6,0,12.55,1192,1192,-1,0
7568067,08/10/2020,5000,24,Employed - full time,wedding,0,150,6,22,9,0,0,3,13,49.59,139952,3111,-1,0
7568923,08/10/2020,5000,24,Employed - full time,Refinancing,1,337,2,31,23,0,4,6,8,66.39,14491,14491,-1,0
7569921,08/10/2020,1000,24,Employed - full time,Dental bills,0,237,43,5,3,0,0,0,2,108.0,5251,5251,-1,0
7570086,08/10/2020,1500,24,Employed - part time,Consolidation,0,147,7,25,8,7,1,5,17,50.32,4416,4416,-1,7
7570100,08/10/2020,4000,54,Employed - full time,Debt consolidation,0,98,1,19,12,2,1,8,7,22.58,85976,14994,-1,1
7570721,08/10/2020,7000,36,Self employed,PAY FOR DADS FUNERAL AND PAY OF MY OVERDRAFT,1,302,6,24,14,1,2,3,10,74.38,2543,2543,-1,7
7570783,08/10/2020,1000,24,Employed - part time,Home improvement,0,175,5,14,9,2,3,3,5,62.85,3644,3644,-1,7
7571974,08/10/2020,2000,24,Employed - full time,Other,0,141,3,34,7,4,6,4,27,55.06,5666,5666,-1,7
7572414,08/10/2020,9000,48,Self employed,House repair,0,251,1,90,17,8,0,5,73,47.4,447569,79824,-1,0
7573482,08/10/2020,4000,48,Employed - part time,motorbike,0,100,5,14,10,1,7,2,4,51.64,3034,3034,-1,7
7574723,08/10/2020,10000,60,Employed - full time,Room Rent,0,139,8,18,9,2,0,1,9,47.56,50516,8090,-1,0
7575032,08/10/2020,10000,48,Employed - full time,debt consolidation,0,136,19,7,7,0,0,0,0,75.86,18761,18761,-1,0
7575406,08/10/2020,5000,60,Retired,Consolidation,0,98,23,10,10,0,0,0,0,54.8,5553,5553,-1,4
7575565,08/10/2020,6000,36,Employed - full time,Car,1,132,5,11,8,0,0,2,3,54.45,160441,7252,-1,0
7576367,08/10/2020,4500,36,Employed - full time,Car,0,94,8,28,12,1,11,1,16,45.82,2736,2736,-1,7
7577469,08/10/2020,2000,12,Employed - full time,combine debts,0,99,2,9,7,0,0,3,2,38.89,4246,4246,-1,0
7579279,08/10/2020,2000,12,Employed - full time,Car,0,75,38,5,5,0,3,0,0,54.8,1833,1833,-1,7
7582287,08/10/2020,3000,12,Employed - full time,to sort my house out,0,191,2,23,11,3,2,6,12,48.65,2092,2092,-1,0
7585962,08/10/2020,10000,60,Employed - full time,debt consolidation,1,132,1,13,11,2,1,5,2,35.85,109706,9925,-1,7
7589253,09/10/2020,15000,60,Employed - full time,Consolidation,0,140,29,5,4,0,0,0,1,77.0,8050,8050,-1,0
7592382,09/10/2020,6500,36,Employed - full time,Car,0,82,5,4,2,0,2,1,2,45.75,83,83,-1,0
7595351,09/10/2020,5000,30,Employed - full time,Consolidation,0,138,2,66,19,1,1,7,47,32.35,67886,16293,-1,1
7599095,09/10/2020,1000,12,Employed - full time,House changes and wedding,0,302,2,24,14,3,3,2,10,57.83,14598,14598,-1,7
7599767,09/10/2020,5000,24,Self employed,car,1,206,11,17,9,0,0,1,8,81.12,327436,38575,-1,0
7600640,09/10/2020,10000,60,Employed - full time,Tools and consolidation,0,313,0,39,20,1,0,11,19,67.0,338088,50121,-1,0
7600956,09/10/2020,5000,24,Employed - full time,Consolidation,0,136,17,9,5,0,4,0,4,74.67,2347,2347,-1,1
7603596,09/10/2020,10000,60,Employed - full time,wedding,0,108,6,11,8,1,0,1,3,51.55,99509,5264,-1,0
7605617,09/10/2020,12000,36,Employed - full time,FURNITURE,0,24,14,6,6,0,0,0,0,18.83,209722,5133,-1,0
7606278,09/10/2020,3000,36,Employed - full time,consolidating debts,0,178,3,24,11,3,4,2,13,52.88,17123,17123,-1,7
7608436,09/10/2020,5000,36,Employed - full time,debt consolidation,0,10,10,3,3,0,0,3,0,10.0,4828,4828,-1,0
7610461,09/10/2020,3000,24,Employed - full time,Home inprovements,0,195,14,15,8,4,0,0,7,38.27,6600,6600,-1,0
7612833,10/10/2020,10000,60,Employed - full time,car,0,327,76,4,3,0,0,0,1,166.0,355,355,-1,0
7614253,10/10/2020,2000,36,Employed - full time,Furniture,0,305,1,16,11,1,0,3,5,73.5,18671,18671,-1,0
7615774,10/10/2020,2000,24,Employed - full time,Other,0,204,1,24,15,4,4,10,9,40.42,8971,8971,-1,1
7617769,10/10/2020,20000,60,Employed - full time,Home improvements,0,391,23,20,6,1,0,0,14,101.45,784,784,-1,0
7618502,10/10/2020,2000,12,Employed - full time,Clear credit card and payday loan,0,232,8,15,7,2,0,1,8,55.2,3831,3831,-1,6
7619880,10/10/2020,1000,12,Employed - full time,Home Improvements,0,188,0,39,11,3,0,2,28,57.1,231078,52806,-1,0
7620729,10/10/2020,7000,60,Employed - full time,Car,0,175,20,12,9,0,1,0,3,57.67,86024,21158,-1,7
7621805,10/10/2020,10000,24,Employed - full time,home improvement,0,180,4,21,10,1,0,3,11,43.0,156377,19364,-1,0
7625536,10/10/2020,10000,48,Employed - full time,consolidate credit card,0,194,11,17,8,2,0,1,9,67.06,24019,24019,-1,0
7625566,10/10/2020,20000,60,Employed - full time,Car /pay credit card,0,433,2,25,10,4,0,3,15,100.76,1972,1972,-1,0
7625811,10/10/2020,10000,60,Employed - full time,Car,0,150,45,9,6,0,6,0,3,69.56,7685,7685,-1,7
7626698,10/10/2020,20000,54,Employed - full time,Consolidate debts,0,129,2,28,17,1,5,6,11,50.11,13738,13738,-1,7
7627361,10/10/2020,6500,48,Employed - full time,Car,0,160,5,44,15,7,7,1,29,56.32,8507,8507,-1,7
7628001,10/10/2020,13500,60,Employed - full time,car,1,287,2,14,9,1,0,4,5,64.5,191391,5379,-1,0
7630610,10/10/2020,4000,12,Employed - full time,Honeymoon,0,27,4,6,6,0,0,2,0,16.5,15,15,-1,0
7630664,10/10/2020,1000,24,Employed - full time,Other,1,110,3,9,8,0,0,2,1,42.67,6705,6705,-1,0
7631300,10/10/2020,15000,60,Employed - full time,home improvements,0,251,4,26,10,1,0,1,16,76.12,271535,13021,-1,0
7631715,10/10/2020,4000,36,Employed - full time,Home Improvments,1,158,2,10,7,0,1,2,3,65.9,10551,10551,-1,0
7632282,11/10/2020,5000,36,Employed - full time,Spectacles,0,135,135,1,1,0,0,0,0,135.0,0,0,-1,0
7632428,11/10/2020,10000,24,Employed - full time,Consolidation,0,261,0,40,8,6,3,2,32,55.27,22681,22681,-1,7
7634986,11/10/2020,6000,60,Employed - full time,car,0,39,16,3,3,0,0,0,0,29.67,749,749,-1,0
7635154,11/10/2020,7500,48,Employed - full time,Consolidation,0,132,7,36,7,0,1,1,29,55.0,7569,7569,-1,7
7637192,11/10/2020,15000,60,Employed - full time,To pay outstanding debt,0,170,5,21,13,2,0,7,8,49.0,13627,13627,-1,0
7637201,11/10/2020,4250,24,Self employed,Honeymoon,0,162,6,10,5,2,2,1,5,57.0,18525,18525,-1,0
7639361,11/10/2020,1000,18,Employed - full time,replace more expensive loan,0,97,20,21,8,0,6,0,13,38.67,12756,12756,-1,7
7640177,11/10/2020,10000,60,Employed - full time,Home improvements,0,138,5,7,4,0,0,1,3,60.86,121602,534,-1,0
7641399,11/10/2020,1000,12,Employed - part time,Boiler replacement,0,122,11,21,16,0,9,1,5,60.19,11038,11038,-1,7
7644093,11/10/2020,20000,60,Employed - full time,Consolidating all debts,0,165,6,25,14,3,0,2,11,59.76,104495,26595,-1,0
7645202,11/10/2020,1000,24,Self employed,decorated house,0,86,3,47,19,1,13,1,28,53.79,7590,7590,-1,7
7648026,11/10/2020,3000,60,Employed - full time,flooring,0,141,12,14,6,1,0,0,8,59.71,15059,15059,-1,0
7650299,11/10/2020,8000,60,Employed - full time,car,0,232,24,14,10,0,0,0,4,129.07,110344,1688,-1,0
7652386,11/10/2020,3000,24,Employed - full time,change house and furniture,0,182,46,18,7,0,6,0,11,79.28,845,845,-1,7
7652639,11/10/2020,3000,24,Employed - full time,Shopping gas electric,1,176,6,13,13,0,0,5,0,45.69,8507,8507,-1,0
7655235,12/10/2020,12000,36,Employed - full time,Car,0,121,19,7,4,2,0,0,3,41.57,10415,10415,-1,0
7657743,12/10/2020,20000,60,Employed - full time,pay other debts,0,296,6,28,11,1,0,4,17,72.82,22172,22172,-1,0
7657775,12/10/2020,2000,48,Employed - full time,Multipurpose,0,151,8,6,6,0,0,2,0,40.67,19391,19391,-1,0
7659273,12/10/2020,2000,24,Employed - full time,Moving expenses,0,28,9,5,5,0,2,1,0,16.4,1512,1512,-1,7
7660333,12/10/2020,15000,48,Employed - full time,property,0,114,2,10,6,0,0,2,4,48.4,5879,5879,-1,0
7660803,12/10/2020,18000,60,Employed - full time,Vehicle,0,147,1,13,8,5,3,3,5,46.38,1487,1487,-1,0
7661452,12/10/2020,5000,60,Employed - full time,DEBT CONSOLIDATION,0,321,21,22,12,3,0,0,10,88.32,111000,25260,-1,0
7662380,12/10/2020,10000,60,Employed - full time,Home improvement,0,122,30,12,8,1,0,0,4,73.17,250766,10381,-1,0
7664027,12/10/2020,10000,12,Employed - full time,Life event,0,299,2,12,8,1,0,1,4,70.75,16189,16189,-1,0
7664428,12/10/2020,15000,60,Employed - full time,Debt consoldation,0,120,6,18,12,1,0,1,6,41.78,16731,16731,-1,0
7666253,12/10/2020,15000,36,Employed - full time,Home Improvments,0,240,2,24,13,6,0,3,11,59.54,216953,8120,-1,0
7670884,12/10/2020,8000,60,Employed - full time,consolidate bills,0,240,8,29,19,3,0,2,10,55.72,262300,33731,-1,0
7671756,12/10/2020,10000,36,Employed - full time,Cooker,0,166,2,8,8,0,0,6,0,39.5,7860,7860,-1,0
7671824,12/10/2020,7000,24,Employed - part time,Debt consolidation,0,217,3,9,6,0,0,2,3,97.33,5826,5826,-1,0
7672388,12/10/2020,6000,60,Employed - full time,DEBT CONSOLIDATION,0,163,5,20,15,2,3,2,5,50.65,18769,18769,-1,7
7672663,12/10/2020,10000,60,Employed - part time,consolidation,0,165,1,15,10,3,2,2,5,56.36,3411,3411,-1,7
7674447,12/10/2020,10000,36,Employed - full time,Relocating,0,218,2,36,19,6,0,9,17,39.97,35533,35533,-1,0
7674952,12/10/2020,20000,60,Employed - full time,Clear credit cards,0,220,13,22,10,0,0,0,12,52.77,11363,11363,-1,0
7676029,12/10/2020,20000,60,Employed - full time,Debt consolidation,0,170,4,18,11,0,0,2,7,48.67,17455,17455,-1,0
7677228,12/10/2020,1000,12,Employed - full time,Home improvements,0,163,7,14,8,3,2,4,6,44.93,13218,13218,-1,7
7677269,12/10/2020,6000,60,Employed - full time,car,0,152,0,7,6,1,0,4,1,35.43,0,0,-1,0
7677406,12/10/2020,3000,30,Employed - full time,House hold,0,62,9,15,8,1,4,1,7,38.53,2857,2857,-1,7
7677866,12/10/2020,20000,60,Employed - full time,credit card,0,187,4,9,8,1,0,2,1,37.78,285103,33726,-1,0
7678118,12/10/2020,7000,60,Employed - full time,Car,0,264,10,7,5,1,1,1,2,115.0,6582,153,-1,7
7679231,12/10/2020,8000,60,Employed - full time,new car,0,80,1,23,11,9,13,2,12,40.0,13851,13851,-1,7
7679480,12/10/2020,15000,48,Employed - full time,Other,0,114,5,16,7,1,0,2,9,52.19,14376,14376,-1,0
7679604,12/10/2020,15000,36,Employed - full time,settlement payment figure for car,0,242,23,8,4,1,0,0,4,131.62,720,720,-1,0
7680657,12/10/2020,7500,60,Self employed,Car loan,0,244,5,12,9,2,2,4,3,55.67,6671,6671,-1,7
7681493,12/10/2020,15000,54,Employed - full time,debt consdatliton,0,157,8,8,6,1,0,1,2,71.75,13363,13363,-1,0
7681995,12/10/2020,10000,60,Employed - full time,Debt consolidatiin,1,196,3,23,15,1,1,5,8,60.83,20465,20465,-1,7
7682499,12/10/2020,15000,60,Employed - full time,Consolidation,0,149,1,11,8,2,0,4,3,36.36,15239,15239,-1,0
7682851,12/10/2020,20000,60,Self employed,Car,0,144,8,22,7,3,0,2,15,53.23,137804,8371,-1,0
7686710,12/10/2020,10000,60,Employed - full time,Cards,0,369,5,14,4,0,0,1,10,89.93,6058,6058,-1,0
7690481,12/10/2020,10000,36,Self employed,Car,0,63,7,16,14,1,4,5,2,27.75,4253,4253,-1,7
7690701,12/10/2020,1000,12,Employed - full time,Home furnishing bed . Curtains etc,0,110,12,23,9,4,6,0,14,48.74,2901,2901,-1,7
7691711,12/10/2020,19500,60,Employed - full time,Pay credit card,0,273,11,9,8,1,0,1,1,81.0,17511,17511,-1,0
7692625,12/10/2020,20000,60,Employed - full time,home improvement,0,-1,-1,0,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1
7693607,12/10/2020,3000,36,Employed - full time,Home inprovements,0,40,2,11,3,3,0,2,8,20.45,522,522,-1,0
7694715,13/10/2020,20000,60,Employed - full time,Cosmetic surgery,0,145,7,22,12,2,0,2,10,48.27,160106,36595,-1,0
7695342,13/10/2020,5500,36,Employed - full time,Car,0,55,10,11,6,1,0,1,5,36.0,2959,2959,-1,0
7695716,13/10/2020,15000,60,Employed - full time,MY OWN USE,0,198,26,11,7,1,0,0,4,72.36,138291,2099,-1,0
7695787,13/10/2020,1000,12,Employed - full time,Debt consolidation,0,-1,-1,0,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1
7696402,13/10/2020,10000,60,Employed - full time,car,0,229,12,20,9,0,0,0,11,88.1,227901,1570,-1,0
7696638,13/10/2020,10000,60,Employed - full time,Car,0,102,0,33,8,1,12,3,25,46.18,2219,2219,-1,7
7698410,13/10/2020,20000,36,Employed - full time,Furniture,0,38,10,5,3,1,0,1,2,26.4,0,0,-1,0
7699826,13/10/2020,3000,54,Employed - part time,car,0,75,4,17,10,1,6,4,7,34.47,18306,18306,-1,7
7699873,13/10/2020,10000,60,Employed - full time,Consolidation,0,98,0,25,11,4,6,5,14,28.68,3149,3149,-1,7
7700154,13/10/2020,10000,60,Employed - full time,Home improvement,0,149,3,7,5,1,0,4,2,33.43,21,21,-1,0
7700253,13/10/2020,15000,36,Employed - full time,Rental Deposit,0,76,20,10,4,1,0,0,6,50.1,315282,0,-1,0
7700680,13/10/2020,12000,36,Employed - full time,Home appliances,0,219,7,19,9,0,0,1,10,94.16,249485,9663,-1,0
7701870,13/10/2020,13900,48,Employed - full time,buy a van,0,-1,-1,0,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1
7702733,13/10/2020,10000,60,Employed - full time,home improvement,0,240,1,24,11,3,2,4,13,115.88,4775,4775,-1,7
7702810,13/10/2020,12000,60,Employed - full time,Debt consolidation,0,233,11,9,6,0,0,1,3,124.89,78378,11189,-1,0
7704480,13/10/2020,4000,48,Employed - full time,Debt consolidation,0,103,3,10,8,1,0,5,2,24.0,5270,5270,-1,1
7707486,13/10/2020,1000,12,Employed - full time,New flat,0,151,4,32,12,4,8,2,20,60.19,17534,17534,-1,7
7707606,13/10/2020,10000,36,Employed - full time,car repair,1,294,7,16,10,1,3,1,6,106.25,6784,6784,-1,7
7708058,13/10/2020,7500,60,Employed - full time,Consolidation,0,169,2,24,14,2,0,4,10,54.08,160409,54043,-1,0
7708272,13/10/2020,8500,36,Employed - full time,Car,0,233,8,23,9,2,0,1,14,52.83,171948,10969,-1,0
7709164,13/10/2020,5000,36,Employed - full time,car and credit car clearance,1,254,6,9,9,0,2,4,0,57.0,2042,2042,-1,7
7714678,13/10/2020,20000,60,Employed - full time,Home Improvement,0,7,7,1,1,0,0,1,0,7.0,0,0,-1,0
7715624,13/10/2020,20000,60,Employed - full time,Consolodation,0,176,1,29,12,1,0,3,17,52.31,34469,34469,-1,6
7716680,13/10/2020,1500,18,Employed - full time,debt consolidation,0,90,5,10,10,0,1,3,0,31.9,5708,5708,-1,7
7717154,13/10/2020,3000,48,Employed - full time,Car and other bills,0,209,8,24,11,1,3,4,13,96.5,131970,31171,-1,0
7717242,13/10/2020,3000,48,Employed - part time,Consolidation,0,169,32,18,5,0,4,0,13,69.06,1782,1782,-1,7
7718498,13/10/2020,10000,60,Employed - full time,car purchase,0,229,14,22,8,1,0,0,14,67.73,169882,0,-1,0
7718764,13/10/2020,5000,36,Retired,home improvements,0,-1,-1,0,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1
7719050,13/10/2020,10000,48,Employed - full time,Consolidation,0,252,4,40,13,2,1,6,27,58.23,23540,23540,-1,0
7719993,13/10/2020,5000,36,Employed - full time,Boiler Replacement,0,223,8,25,8,6,4,4,17,38.16,1235,1235,-1,7
7720466,13/10/2020,1800,24,Employed - full time,Consolidation,0,124,4,49,17,4,1,5,32,45.76,45093,45093,-1,0
7720527,13/10/2020,4000,60,Employed - full time,Car,0,13,5,4,4,0,0,3,0,8.25,941,941,-1,0
7721666,14/10/2020,5000,36,Employed - full time,DIY,1,306,6,12,9,0,0,2,3,90.75,7023,7023,-1,0
7721745,14/10/2020,10000,36,Employed - full time,Pay debts,0,342,6,47,25,1,0,7,22,64.51,21121,21121,-1,0
7726292,14/10/2020,1000,12,Employed - full time,Consolidate,1,97,6,21,12,4,0,3,9,30.95,131798,10786,-1,0
7728339,14/10/2020,10000,48,Employed - full time,home inprovmente,0,156,3,11,8,0,0,3,3,46.18,2311,2311,-1,0
7730618,14/10/2020,7500,60,Employed - full time,Home improvements,0,233,15,26,13,1,1,0,13,58.85,19900,11422,-1,0
7731410,14/10/2020,1500,12,Employed - full time,Home improvements,1,128,5,20,8,2,0,1,12,50.5,12486,12486,-1,0
7733037,14/10/2020,5000,18,Employed - full time,Home improvements,0,95,7,38,9,2,10,2,29,48.32,3842,3842,-1,7
7735054,14/10/2020,3000,24,Employed - full time,Baby,0,21,2,7,7,0,0,3,0,11.71,443,443,-1,0
7735500,14/10/2020,10000,60,Employed - full time,consolidate other depts,0,238,12,19,15,0,3,0,4,77.47,121064,10385,-1,7
7736079,14/10/2020,1000,12,Employed - full time,Home improvements,1,84,3,9,7,2,0,5,2,21.0,62829,12905,-1,0
7736475,14/10/2020,14000,60,Self employed,car,0,92,8,42,6,2,6,1,36,47.1,1209,1209,-1,7
7737043,14/10/2020,10000,60,Employed - full time,Credit card repayment,0,166,2,24,9,0,1,3,15,53.04,20372,20372,-1,0
7738002,14/10/2020,15000,60,Employed - full time,paying of loans,0,240,8,32,16,0,0,3,16,73.22,271013,51336,-1,0
7738959,14/10/2020,10000,60,Employed - full time,other,0,48,19,4,4,0,0,0,0,26.75,469,469,-1,0
7739484,14/10/2020,8000,48,Employed - full time,Car,0,81,13,5,4,0,0,0,1,44.8,814,814,-1,0
7740161,14/10/2020,9000,18,Employed - full time,Refinancing,0,64,8,10,5,0,0,2,5,23.7,8627,8627,-1,0
7740519,14/10/2020,10000,36,Employed - full time,home improvement,0,85,6,21,10,2,0,1,11,48.57,267588,3616,-1,0
7740917,14/10/2020,1000,12,Employed - part time,Day to day,0,94,10,13,9,0,2,2,4,51.0,5391,5391,-1,7
7742188,14/10/2020,10000,54,Employed - full time,Home Improvments,0,89,1,24,17,0,0,2,7,39.88,137793,59236,-1,0
7745019,14/10/2020,2000,12,Employed - full time,Debt consolidation,0,169,3,15,10,2,0,2,5,63.07,11712,11712,-1,0
7746483,15/10/2020,14000,48,Employed - full time,New car,0,258,2,24,17,2,0,3,7,91.04,79805,10521,-1,0
7747699,15/10/2020,6500,48,Employed - full time,Car,0,206,8,9,6,2,5,2,3,59.67,1503,1503,-1,7
7751333,15/10/2020,10000,60,Self employed,Car,0,262,4,23,14,1,0,1,9,114.26,689023,25700,-1,2
7751401,15/10/2020,10500,48,Employed - full time,consolidate debts & home,0,209,3,22,9,3,0,3,13,56.59,25778,25778,-1,0
7753613,15/10/2020,20000,60,Self employed,Car,0,97,37,4,2,0,0,0,2,67.25,0,0,-1,0
7753970,15/10/2020,3000,36,Employed - full time,Home improvement,0,51,7,19,9,4,1,5,10,22.63,19299,19299,-1,7
7754927,15/10/2020,11000,30,Employed - full time,pay off credit cards,0,159,7,17,12,1,0,3,5,41.71,9891,9891,-1,0
7756938,15/10/2020,5000,48,Employed - full time,Home improvement,0,218,2,19,16,0,0,2,3,49.74,14794,14794,-1,0
